model,checkpoint,acc
xiulinyang/MnGPT2-AR-10k,9200,0.7415637860082305
xiulinyang/MnGPT2-AR-10k,9400,0.7481481481481481
xiulinyang/MnGPT2-AR-10k,9600,0.7432098765432099
xiulinyang/MnGPT2-AR-10k,9800,0.7358024691358025
xiulinyang/MnGPT2-AR-10k,10000,0.7176954732510288
xiulinyang/MnGPT2-AR-20k,0,0.5761316872427984
xiulinyang/MnGPT2-AR-20k,200,0.6724279835390946
xiulinyang/MnGPT2-AR-20k,400,0.7053497942386832
xiulinyang/MnGPT2-AR-20k,600,0.731687242798354
xiulinyang/MnGPT2-AR-20k,800,0.7390946502057614
xiulinyang/MnGPT2-AR-20k,1000,0.7382716049382716
xiulinyang/MnGPT2-AR-20k,1200,0.7366255144032922
xiulinyang/MnGPT2-AR-20k,1400,0.7300411522633745
xiulinyang/MnGPT2-AR-20k,1600,0.7522633744855967
xiulinyang/MnGPT2-AR-20k,1800,0.7884773662551441
xiulinyang/MnGPT2-AR-20k,2000,0.7703703703703704
xiulinyang/MnGPT2-AR-20k,2200,0.7703703703703704
xiulinyang/MnGPT2-AR-20k,2400,0.7547325102880659
xiulinyang/MnGPT2-AR-20k,2600,0.7744855967078189
xiulinyang/MnGPT2-AR-20k,2800,0.7670781893004115
xiulinyang/MnGPT2-AR-20k,3000,0.77119341563786
xiulinyang/MnGPT2-AR-20k,3200,0.739917695473251
xiulinyang/MnGPT2-AR-20k,3400,0.7580246913580246
xiulinyang/MnGPT2-AR-20k,3600,0.776954732510288
xiulinyang/MnGPT2-AR-20k,3800,0.7588477366255144
xiulinyang/MnGPT2-AR-20k,4000,0.7465020576131687
xiulinyang/MnGPT2-AR-20k,4200,0.7465020576131687
xiulinyang/MnGPT2-AR-20k,4400,0.7522633744855967
xiulinyang/MnGPT2-AR-20k,4600,0.757201646090535
xiulinyang/MnGPT2-AR-20k,4800,0.7448559670781894
xiulinyang/MnGPT2-AR-20k,5000,0.7325102880658436
xiulinyang/MnGPT2-AR-20k,5200,0.7226337448559671
xiulinyang/MnGPT2-AR-20k,5400,0.7596707818930041
xiulinyang/MnGPT2-AR-20k,5600,0.7423868312757201
xiulinyang/MnGPT2-AR-20k,5800,0.7374485596707819
xiulinyang/MnGPT2-AR-20k,6000,0.739917695473251
xiulinyang/MnGPT2-AR-20k,6200,0.7300411522633745
xiulinyang/MnGPT2-AR-20k,6400,0.7407407407407407
xiulinyang/MnGPT2-AR-20k,6600,0.7308641975308642
xiulinyang/MnGPT2-AR-20k,6800,0.7333333333333333
xiulinyang/MnGPT2-AR-20k,7000,0.7382716049382716
xiulinyang/MnGPT2-AR-20k,7200,0.7267489711934156
xiulinyang/MnGPT2-AR-20k,7400,0.7506172839506173
xiulinyang/MnGPT2-AR-20k,7600,0.7308641975308642
xiulinyang/MnGPT2-AR-20k,7800,0.7448559670781894
xiulinyang/MnGPT2-AR-20k,8000,0.7530864197530864
xiulinyang/MnGPT2-AR-20k,8200,0.7193415637860082
xiulinyang/MnGPT2-AR-20k,8400,0.7078189300411523
xiulinyang/MnGPT2-AR-20k,8600,0.7168724279835391
xiulinyang/MnGPT2-AR-20k,8800,0.7374485596707819
xiulinyang/MnGPT2-AR-20k,9000,0.7185185185185186
xiulinyang/MnGPT2-AR-20k,9200,0.7325102880658436
xiulinyang/MnGPT2-AR-20k,9400,0.7325102880658436
xiulinyang/MnGPT2-AR-20k,9600,0.7267489711934156
xiulinyang/MnGPT2-AR-20k,9800,0.7308641975308642
xiulinyang/MnGPT2-AR-20k,10000,0.7226337448559671
xiulinyang/MnGPT2-AR-30k,0,0.5802469135802469
xiulinyang/MnGPT2-AR-30k,200,0.6666666666666666
xiulinyang/MnGPT2-AR-30k,400,0.6880658436213992
xiulinyang/MnGPT2-AR-30k,600,0.7144032921810699
xiulinyang/MnGPT2-AR-30k,800,0.7086419753086419
xiulinyang/MnGPT2-AR-30k,1000,0.7218106995884773
xiulinyang/MnGPT2-AR-30k,1200,0.7539094650205761
xiulinyang/MnGPT2-AR-30k,1400,0.7744855967078189
xiulinyang/MnGPT2-AR-30k,1600,0.7662551440329218
xiulinyang/MnGPT2-AR-30k,1800,0.77119341563786
xiulinyang/MnGPT2-AR-30k,2000,0.776954732510288
xiulinyang/MnGPT2-AR-30k,2200,0.7753086419753087
xiulinyang/MnGPT2-AR-30k,2400,0.762962962962963
xiulinyang/MnGPT2-AR-30k,2600,0.7753086419753087
xiulinyang/MnGPT2-AR-30k,2800,0.7802469135802469
xiulinyang/MnGPT2-AR-30k,3000,0.77119341563786
xiulinyang/MnGPT2-AR-30k,3200,0.77119341563786
xiulinyang/MnGPT2-AR-30k,3400,0.7901234567901234
xiulinyang/MnGPT2-AR-30k,3600,0.7728395061728395
xiulinyang/MnGPT2-AR-30k,3800,0.7637860082304527
xiulinyang/MnGPT2-AR-30k,4000,0.7555555555555555
xiulinyang/MnGPT2-AR-30k,4200,0.751440329218107
xiulinyang/MnGPT2-AR-30k,4400,0.7621399176954733
xiulinyang/MnGPT2-AR-30k,4600,0.7662551440329218
xiulinyang/MnGPT2-AR-30k,4800,0.7679012345679013
xiulinyang/MnGPT2-AR-30k,5000,0.7646090534979424
xiulinyang/MnGPT2-AR-30k,5200,0.7637860082304527
xiulinyang/MnGPT2-AR-30k,5400,0.7440329218106996
xiulinyang/MnGPT2-AR-30k,5600,0.762962962962963
xiulinyang/MnGPT2-AR-30k,5800,0.7283950617283951
xiulinyang/MnGPT2-AR-30k,6000,0.7308641975308642
xiulinyang/MnGPT2-AR-30k,6200,0.7407407407407407
xiulinyang/MnGPT2-AR-30k,6400,0.7382716049382716
xiulinyang/MnGPT2-AR-30k,6600,0.7621399176954733
xiulinyang/MnGPT2-AR-30k,6800,0.7547325102880659
xiulinyang/MnGPT2-AR-30k,7000,0.7465020576131687
xiulinyang/MnGPT2-AR-30k,7200,0.7168724279835391
xiulinyang/MnGPT2-AR-30k,7400,0.7366255144032922
xiulinyang/MnGPT2-AR-30k,7600,0.7341563786008231
xiulinyang/MnGPT2-AR-30k,7800,0.7423868312757201
xiulinyang/MnGPT2-AR-30k,8000,0.7185185185185186
xiulinyang/MnGPT2-AR-30k,8200,0.7407407407407407
xiulinyang/MnGPT2-AR-30k,8400,0.7267489711934156
xiulinyang/MnGPT2-AR-30k,8600,0.7358024691358025
xiulinyang/MnGPT2-AR-30k,8800,0.7209876543209877
xiulinyang/MnGPT2-AR-30k,9000,0.7308641975308642
xiulinyang/MnGPT2-AR-30k,9200,0.7283950617283951
xiulinyang/MnGPT2-AR-30k,9400,0.7193415637860082
xiulinyang/MnGPT2-AR-30k,9600,0.731687242798354
xiulinyang/MnGPT2-AR-30k,9800,0.7275720164609053
xiulinyang/MnGPT2-AR-30k,10000,0.7292181069958847
xiulinyang/MnGPT2-AR-50k,0,0.6370370370370371
xiulinyang/MnGPT2-AR-50k,200,0.6584362139917695
xiulinyang/MnGPT2-AR-50k,400,0.6790123456790124
xiulinyang/MnGPT2-AR-50k,600,0.7234567901234568
xiulinyang/MnGPT2-AR-50k,800,0.739917695473251
xiulinyang/MnGPT2-AR-50k,1000,0.7662551440329218
xiulinyang/MnGPT2-AR-50k,1200,0.7292181069958847
xiulinyang/MnGPT2-AR-50k,1400,0.751440329218107
xiulinyang/MnGPT2-AR-50k,1600,0.7604938271604939
xiulinyang/MnGPT2-AR-50k,1800,0.7720164609053498
xiulinyang/MnGPT2-AR-50k,2000,0.7744855967078189
xiulinyang/MnGPT2-AR-50k,2200,0.7720164609053498
xiulinyang/MnGPT2-AR-50k,2400,0.7489711934156379
xiulinyang/MnGPT2-AR-50k,2600,0.7695473251028807
xiulinyang/MnGPT2-AR-50k,2800,0.7761316872427984
xiulinyang/MnGPT2-AR-50k,3000,0.7613168724279835
xiulinyang/MnGPT2-AR-50k,3200,0.7761316872427984
xiulinyang/MnGPT2-AR-50k,3400,0.762962962962963
xiulinyang/MnGPT2-AR-50k,3600,0.7637860082304527
xiulinyang/MnGPT2-AR-50k,3800,0.7646090534979424
xiulinyang/MnGPT2-AR-50k,4000,0.7547325102880659
xiulinyang/MnGPT2-AR-50k,4200,0.77119341563786
xiulinyang/MnGPT2-AR-50k,4400,0.77119341563786
xiulinyang/MnGPT2-AR-50k,4600,0.7794238683127572
xiulinyang/MnGPT2-AR-50k,4800,0.7613168724279835
xiulinyang/MnGPT2-AR-50k,5000,0.7604938271604939
xiulinyang/MnGPT2-AR-50k,5200,0.7588477366255144
xiulinyang/MnGPT2-AR-50k,5400,0.7432098765432099
xiulinyang/MnGPT2-AR-50k,5600,0.7481481481481481
xiulinyang/MnGPT2-AR-50k,5800,0.7465020576131687
xiulinyang/MnGPT2-AR-50k,6000,0.7448559670781894
xiulinyang/MnGPT2-AR-50k,6200,0.7580246913580246
xiulinyang/MnGPT2-AR-50k,6400,0.7473251028806585
xiulinyang/MnGPT2-AR-50k,6600,0.7300411522633745
xiulinyang/MnGPT2-AR-50k,6800,0.7349794238683127
xiulinyang/MnGPT2-AR-50k,7000,0.7440329218106996
xiulinyang/MnGPT2-AR-50k,7200,0.7242798353909465
xiulinyang/MnGPT2-AR-50k,7400,0.7308641975308642
xiulinyang/MnGPT2-AR-50k,7600,0.7390946502057614
xiulinyang/MnGPT2-AR-50k,7800,0.7144032921810699
xiulinyang/MnGPT2-AR-50k,8000,0.7176954732510288
xiulinyang/MnGPT2-AR-50k,8200,0.7226337448559671
xiulinyang/MnGPT2-AR-50k,8400,0.7275720164609053
xiulinyang/MnGPT2-AR-50k,8600,0.7168724279835391
xiulinyang/MnGPT2-AR-50k,8800,0.7390946502057614
xiulinyang/MnGPT2-AR-50k,9000,0.725925925925926
xiulinyang/MnGPT2-AR-50k,9200,0.720164609053498
xiulinyang/MnGPT2-AR-50k,9400,0.7275720164609053
xiulinyang/MnGPT2-AR-50k,9600,0.7144032921810699
xiulinyang/MnGPT2-AR-50k,9800,0.7193415637860082
xiulinyang/MnGPT2-AR-50k,10000,0.7193415637860082
xiulinyang/MnGPT2-AR-5k,0,0.6106995884773663
xiulinyang/MnGPT2-AR-5k,200,0.6567901234567901
xiulinyang/MnGPT2-AR-5k,400,0.7037037037037037
xiulinyang/MnGPT2-AR-5k,600,0.7037037037037037
xiulinyang/MnGPT2-AR-5k,800,0.7094650205761317
xiulinyang/MnGPT2-AR-5k,1000,0.7152263374485597
xiulinyang/MnGPT2-AR-5k,1200,0.7275720164609053
xiulinyang/MnGPT2-AR-5k,1400,0.7152263374485597
xiulinyang/MnGPT2-AR-5k,1600,0.7308641975308642
xiulinyang/MnGPT2-AR-5k,1800,0.7341563786008231
xiulinyang/MnGPT2-AR-5k,2000,0.7333333333333333
xiulinyang/MnGPT2-AR-5k,2200,0.7209876543209877
xiulinyang/MnGPT2-AR-5k,2400,0.7489711934156379
xiulinyang/MnGPT2-AR-5k,2600,0.7366255144032922
xiulinyang/MnGPT2-AR-5k,2800,0.7160493827160493
xiulinyang/MnGPT2-AR-5k,3000,0.7292181069958847
xiulinyang/MnGPT2-AR-5k,3200,0.7193415637860082
xiulinyang/MnGPT2-AR-5k,3400,0.7209876543209877
xiulinyang/MnGPT2-AR-5k,3600,0.7341563786008231
xiulinyang/MnGPT2-AR-5k,3800,0.7341563786008231
xiulinyang/MnGPT2-AR-5k,4000,0.745679012345679
xiulinyang/MnGPT2-AR-5k,4200,0.7333333333333333
xiulinyang/MnGPT2-AR-5k,4400,0.7358024691358025
xiulinyang/MnGPT2-AR-5k,4600,0.7473251028806585
xiulinyang/MnGPT2-AR-5k,4800,0.7094650205761317
xiulinyang/MnGPT2-AR-5k,5000,0.7168724279835391
xiulinyang/MnGPT2-AR-5k,5200,0.7209876543209877
xiulinyang/MnGPT2-AR-5k,5400,0.7176954732510288
xiulinyang/MnGPT2-AR-5k,5600,0.7242798353909465
xiulinyang/MnGPT2-AR-5k,5800,0.7193415637860082
xiulinyang/MnGPT2-AR-5k,6000,0.7045267489711934
xiulinyang/MnGPT2-AR-5k,6200,0.7349794238683127
xiulinyang/MnGPT2-AR-5k,6400,0.725925925925926
xiulinyang/MnGPT2-AR-5k,6600,0.7251028806584362
xiulinyang/MnGPT2-AR-5k,6800,0.7069958847736626
xiulinyang/MnGPT2-AR-5k,7000,0.7037037037037037
xiulinyang/MnGPT2-AR-5k,7200,0.7061728395061728
xiulinyang/MnGPT2-AR-5k,7400,0.7119341563786008
xiulinyang/MnGPT2-AR-5k,7600,0.7168724279835391
xiulinyang/MnGPT2-AR-5k,7800,0.6930041152263374
xiulinyang/MnGPT2-AR-5k,8000,0.6987654320987654
xiulinyang/MnGPT2-AR-5k,8200,0.7053497942386832
xiulinyang/MnGPT2-AR-5k,8400,0.7078189300411523
xiulinyang/MnGPT2-AR-5k,8600,0.7185185185185186
xiulinyang/MnGPT2-AR-5k,8800,0.7053497942386832
xiulinyang/MnGPT2-AR-5k,9000,0.6905349794238683
xiulinyang/MnGPT2-AR-5k,9200,0.6823045267489712
xiulinyang/MnGPT2-AR-5k,9400,0.7045267489711934
xiulinyang/MnGPT2-AR-5k,9600,0.6946502057613169
xiulinyang/MnGPT2-AR-5k,9800,0.7069958847736626
xiulinyang/MnGPT2-AR-5k,10000,0.7086419753086419
xiulinyang/MnGPT2-DE-10k,0,0.5657093124456049
xiulinyang/MnGPT2-DE-10k,200,0.7845953002610966
xiulinyang/MnGPT2-DE-10k,400,0.7893820713664056
xiulinyang/MnGPT2-DE-10k,600,0.8098346388163621
xiulinyang/MnGPT2-DE-10k,800,0.8176675369886858
xiulinyang/MnGPT2-DE-10k,1000,0.8337684943429069
xiulinyang/MnGPT2-DE-10k,1200,0.8385552654482158
xiulinyang/MnGPT2-DE-10k,1400,0.8459530026109661
xiulinyang/MnGPT2-DE-10k,1600,0.8389904264577894
xiulinyang/MnGPT2-DE-10k,1800,0.8520452567449956
xiulinyang/MnGPT2-DE-10k,2000,0.8516100957354221
xiulinyang/MnGPT2-DE-10k,2200,0.8537859007832899
xiulinyang/MnGPT2-DE-10k,2400,0.8503046127067014
xiulinyang/MnGPT2-DE-10k,2600,0.8598781549173194
xiulinyang/MnGPT2-DE-10k,2800,0.8463881636205396
xiulinyang/MnGPT2-DE-10k,3000,0.8646649260226283
xiulinyang/MnGPT2-DE-10k,3200,0.8598781549173194
xiulinyang/MnGPT2-DE-10k,3400,0.8633594429939078
xiulinyang/MnGPT2-DE-10k,3600,0.865970409051349
xiulinyang/MnGPT2-DE-10k,3800,0.8594429939077458
xiulinyang/MnGPT2-DE-10k,4000,0.8537859007832899
xiulinyang/MnGPT2-DE-10k,4200,0.860313315926893
xiulinyang/MnGPT2-DE-10k,4400,0.8711923411662315
xiulinyang/MnGPT2-DE-10k,4600,0.8568320278503047
xiulinyang/MnGPT2-DE-10k,4800,0.8590078328981723
xiulinyang/MnGPT2-DE-10k,5000,0.8707571801566579
xiulinyang/MnGPT2-DE-10k,5200,0.856396866840731
xiulinyang/MnGPT2-DE-10k,5400,0.8529155787641427
xiulinyang/MnGPT2-DE-10k,5600,0.8616187989556136
xiulinyang/MnGPT2-DE-10k,5800,0.8607484769364665
xiulinyang/MnGPT2-DE-10k,6000,0.8577023498694517
xiulinyang/MnGPT2-DE-10k,6200,0.8476936466492603
xiulinyang/MnGPT2-DE-10k,6400,0.8572671888598782
xiulinyang/MnGPT2-DE-10k,6600,0.8542210617928634
xiulinyang/MnGPT2-DE-10k,6800,0.8581375108790252
xiulinyang/MnGPT2-DE-10k,7000,0.8446475195822454
xiulinyang/MnGPT2-DE-10k,7200,0.8537859007832899
xiulinyang/MnGPT2-DE-10k,7400,0.8433420365535248
xiulinyang/MnGPT2-DE-10k,7600,0.8494342906875544
xiulinyang/MnGPT2-DE-10k,7800,0.8550913838120104
xiulinyang/MnGPT2-DE-10k,8000,0.8507397737162751
xiulinyang/MnGPT2-DE-10k,8200,0.8333333333333334
xiulinyang/MnGPT2-DE-10k,8400,0.8485639686684073
xiulinyang/MnGPT2-DE-10k,8600,0.8537859007832899
xiulinyang/MnGPT2-DE-10k,8800,0.8607484769364665
xiulinyang/MnGPT2-DE-10k,9000,0.8598781549173194
xiulinyang/MnGPT2-DE-10k,9200,0.8498694516971279
xiulinyang/MnGPT2-DE-10k,9400,0.8572671888598782
xiulinyang/MnGPT2-DE-10k,9600,0.8533507397737162
xiulinyang/MnGPT2-DE-10k,9800,0.8507397737162751
xiulinyang/MnGPT2-DE-10k,10000,0.8494342906875544
xiulinyang/MnGPT2-DE-20k,0,0.6114012184508268
xiulinyang/MnGPT2-DE-20k,200,0.7771975630983464
xiulinyang/MnGPT2-DE-20k,400,0.804177545691906
xiulinyang/MnGPT2-DE-20k,600,0.7959094865100087
xiulinyang/MnGPT2-DE-20k,800,0.8107049608355091
xiulinyang/MnGPT2-DE-20k,1000,0.8224543080939948
xiulinyang/MnGPT2-DE-20k,1200,0.8328981723237598
xiulinyang/MnGPT2-DE-20k,1400,0.84029590948651
xiulinyang/MnGPT2-DE-20k,1600,0.8398607484769365
xiulinyang/MnGPT2-DE-20k,1800,0.8572671888598782
xiulinyang/MnGPT2-DE-20k,2000,0.8559617058311575
xiulinyang/MnGPT2-DE-20k,2200,0.8568320278503047
xiulinyang/MnGPT2-DE-20k,2400,0.8655352480417755
xiulinyang/MnGPT2-DE-20k,2600,0.8768494342906875
xiulinyang/MnGPT2-DE-20k,2800,0.8681462140992167
xiulinyang/MnGPT2-DE-20k,3000,0.8533507397737162
xiulinyang/MnGPT2-DE-20k,3200,0.8624891209747607
xiulinyang/MnGPT2-DE-20k,3400,0.8711923411662315
xiulinyang/MnGPT2-DE-20k,3600,0.8598781549173194
xiulinyang/MnGPT2-DE-20k,3800,0.8559617058311575
xiulinyang/MnGPT2-DE-20k,4000,0.865970409051349
xiulinyang/MnGPT2-DE-20k,4200,0.8672758920800696
xiulinyang/MnGPT2-DE-20k,4400,0.8629242819843342
xiulinyang/MnGPT2-DE-20k,4600,0.8642297650130548
xiulinyang/MnGPT2-DE-20k,4800,0.8550913838120104
xiulinyang/MnGPT2-DE-20k,5000,0.8498694516971279
xiulinyang/MnGPT2-DE-20k,5200,0.855526544821584
xiulinyang/MnGPT2-DE-20k,5400,0.8542210617928634
xiulinyang/MnGPT2-DE-20k,5600,0.8568320278503047
xiulinyang/MnGPT2-DE-20k,5800,0.8594429939077458
xiulinyang/MnGPT2-DE-20k,6000,0.8646649260226283
xiulinyang/MnGPT2-DE-20k,6200,0.8533507397737162
xiulinyang/MnGPT2-DE-20k,6400,0.8507397737162751
xiulinyang/MnGPT2-DE-20k,6600,0.856396866840731
xiulinyang/MnGPT2-DE-20k,6800,0.8542210617928634
xiulinyang/MnGPT2-DE-20k,7000,0.8516100957354221
xiulinyang/MnGPT2-DE-20k,7200,0.8446475195822454
xiulinyang/MnGPT2-DE-20k,7400,0.8529155787641427
xiulinyang/MnGPT2-DE-20k,7600,0.8507397737162751
xiulinyang/MnGPT2-DE-20k,7800,0.8459530026109661
xiulinyang/MnGPT2-DE-20k,8000,0.8520452567449956
xiulinyang/MnGPT2-DE-20k,8200,0.8494342906875544
xiulinyang/MnGPT2-DE-20k,8400,0.8446475195822454
xiulinyang/MnGPT2-DE-20k,8600,0.8529155787641427
xiulinyang/MnGPT2-DE-20k,8800,0.8507397737162751
xiulinyang/MnGPT2-DE-20k,9000,0.8494342906875544
xiulinyang/MnGPT2-DE-20k,9200,0.8476936466492603
xiulinyang/MnGPT2-DE-20k,9400,0.8481288076588338
xiulinyang/MnGPT2-DE-20k,9600,0.845082680591819
xiulinyang/MnGPT2-DE-20k,9800,0.8442123585726719
xiulinyang/MnGPT2-DE-20k,10000,0.8455178416013925
xiulinyang/MnGPT2-DE-30k,0,0.587467362924282
xiulinyang/MnGPT2-DE-30k,200,0.8006962576153177
xiulinyang/MnGPT2-DE-30k,400,0.8098346388163621
xiulinyang/MnGPT2-DE-30k,600,0.8028720626631853
xiulinyang/MnGPT2-DE-30k,800,0.8167972149695387
xiulinyang/MnGPT2-DE-30k,1000,0.8437771975630983
xiulinyang/MnGPT2-DE-30k,1200,0.8320278503046127
xiulinyang/MnGPT2-DE-30k,1400,0.855526544821584
xiulinyang/MnGPT2-DE-30k,1600,0.8594429939077458
xiulinyang/MnGPT2-DE-30k,1800,0.8511749347258486
xiulinyang/MnGPT2-DE-30k,2000,0.8559617058311575
xiulinyang/MnGPT2-DE-30k,2200,0.88207136640557
xiulinyang/MnGPT2-DE-30k,2400,0.8590078328981723
xiulinyang/MnGPT2-DE-30k,2600,0.8685813751087903
xiulinyang/MnGPT2-DE-30k,2800,0.8698868581375109
xiulinyang/MnGPT2-DE-30k,3000,0.865970409051349
xiulinyang/MnGPT2-DE-30k,3200,0.8637946040034813
xiulinyang/MnGPT2-DE-30k,3400,0.8711923411662315
xiulinyang/MnGPT2-DE-30k,3600,0.8777197563098347
xiulinyang/MnGPT2-DE-30k,3800,0.8651000870322019
xiulinyang/MnGPT2-DE-30k,4000,0.8629242819843342
xiulinyang/MnGPT2-DE-30k,4200,0.8620539599651871
xiulinyang/MnGPT2-DE-30k,4400,0.8620539599651871
xiulinyang/MnGPT2-DE-30k,4600,0.8729329852045257
xiulinyang/MnGPT2-DE-30k,4800,0.860313315926893
xiulinyang/MnGPT2-DE-30k,5000,0.8581375108790252
xiulinyang/MnGPT2-DE-30k,5200,0.8568320278503047
xiulinyang/MnGPT2-DE-30k,5400,0.8598781549173194
xiulinyang/MnGPT2-DE-30k,5600,0.8520452567449956
xiulinyang/MnGPT2-DE-30k,5800,0.8668407310704961
xiulinyang/MnGPT2-DE-30k,6000,0.8568320278503047
xiulinyang/MnGPT2-DE-30k,6200,0.8516100957354221
xiulinyang/MnGPT2-DE-30k,6400,0.8559617058311575
xiulinyang/MnGPT2-DE-30k,6600,0.8459530026109661
xiulinyang/MnGPT2-DE-30k,6800,0.845082680591819
xiulinyang/MnGPT2-DE-30k,7000,0.8476936466492603
xiulinyang/MnGPT2-DE-30k,7200,0.8607484769364665
xiulinyang/MnGPT2-DE-30k,7400,0.8585726718885988
xiulinyang/MnGPT2-DE-30k,7600,0.8559617058311575
xiulinyang/MnGPT2-DE-30k,7800,0.8498694516971279
xiulinyang/MnGPT2-DE-30k,8000,0.8463881636205396
xiulinyang/MnGPT2-DE-30k,8200,0.86118363794604
xiulinyang/MnGPT2-DE-30k,8400,0.8568320278503047
xiulinyang/MnGPT2-DE-30k,8600,0.8463881636205396
xiulinyang/MnGPT2-DE-30k,8800,0.8546562228024369
xiulinyang/MnGPT2-DE-30k,9000,0.8463881636205396
xiulinyang/MnGPT2-DE-30k,9200,0.8494342906875544
xiulinyang/MnGPT2-DE-30k,9400,0.8503046127067014
xiulinyang/MnGPT2-DE-30k,9600,0.8585726718885988
xiulinyang/MnGPT2-DE-30k,9800,0.8520452567449956
xiulinyang/MnGPT2-DE-30k,10000,0.8489991296779809
xiulinyang/MnGPT2-DE-5k,0,0.6148825065274152
xiulinyang/MnGPT2-DE-5k,200,0.7724107919930374
xiulinyang/MnGPT2-DE-5k,400,0.7941688424717145
xiulinyang/MnGPT2-DE-5k,600,0.799390774586597
xiulinyang/MnGPT2-DE-5k,800,0.8115752828546562
xiulinyang/MnGPT2-DE-5k,1000,0.8224543080939948
xiulinyang/MnGPT2-DE-5k,1200,0.8255004351610096
xiulinyang/MnGPT2-DE-5k,1400,0.8198433420365535
xiulinyang/MnGPT2-DE-5k,1600,0.8437771975630983
xiulinyang/MnGPT2-DE-5k,1800,0.8281114012184508
xiulinyang/MnGPT2-DE-5k,2000,0.8368146214099217
xiulinyang/MnGPT2-DE-5k,2200,0.8298520452567449
xiulinyang/MnGPT2-DE-5k,2400,0.8446475195822454
xiulinyang/MnGPT2-DE-5k,2600,0.8337684943429069
xiulinyang/MnGPT2-DE-5k,2800,0.8590078328981723
xiulinyang/MnGPT2-DE-5k,3000,0.8429068755439513
xiulinyang/MnGPT2-DE-5k,3200,0.8516100957354221
xiulinyang/MnGPT2-DE-5k,3400,0.8472584856396866
xiulinyang/MnGPT2-DE-5k,3600,0.8398607484769365
xiulinyang/MnGPT2-DE-5k,3800,0.8503046127067014
xiulinyang/MnGPT2-DE-5k,4000,0.8363794604003482
xiulinyang/MnGPT2-DE-5k,4200,0.8442123585726719
xiulinyang/MnGPT2-DE-5k,4400,0.8516100957354221
xiulinyang/MnGPT2-DE-5k,4600,0.8416013925152306
xiulinyang/MnGPT2-DE-5k,4800,0.8429068755439513
xiulinyang/MnGPT2-DE-5k,5000,0.8463881636205396
xiulinyang/MnGPT2-DE-5k,5200,0.8411662315056571
xiulinyang/MnGPT2-DE-5k,5400,0.8498694516971279
xiulinyang/MnGPT2-DE-5k,5600,0.8381201044386423
xiulinyang/MnGPT2-DE-5k,5800,0.8568320278503047
xiulinyang/MnGPT2-DE-5k,6000,0.8489991296779809
