model,checkpoint,acc
xiulinyang/MnGPT2-RU-26913,0,0.5221816283924844
xiulinyang/MnGPT2-RU-26913,200,0.5960334029227558
xiulinyang/MnGPT2-RU-26913,400,0.6122129436325678
xiulinyang/MnGPT2-RU-26913,600,0.6435281837160751
xiulinyang/MnGPT2-RU-26913,800,0.6631002087682673
xiulinyang/MnGPT2-RU-26913,1000,0.6899791231732777
xiulinyang/MnGPT2-RU-26913,1200,0.7045929018789144
xiulinyang/MnGPT2-RU-26913,1400,0.7291231732776617
xiulinyang/MnGPT2-RU-26913,1600,0.7283402922755741
xiulinyang/MnGPT2-RU-26913,1800,0.7510438413361169
xiulinyang/MnGPT2-RU-26913,2000,0.752348643006263
xiulinyang/MnGPT2-RU-26913,2200,0.7484342379958246
xiulinyang/MnGPT2-RU-26913,2400,0.752348643006263
xiulinyang/MnGPT2-RU-26913,2600,0.7622651356993737
xiulinyang/MnGPT2-RU-26913,2800,0.7520876826722338
xiulinyang/MnGPT2-RU-26913,3000,0.7406054279749478
xiulinyang/MnGPT2-RU-26913,3200,0.7390396659707724
xiulinyang/MnGPT2-RU-26913,3400,0.7583507306889353
xiulinyang/MnGPT2-RU-26913,3600,0.759133611691023
xiulinyang/MnGPT2-RU-26913,3800,0.7552192066805845
xiulinyang/MnGPT2-RU-26913,4000,0.744258872651357
xiulinyang/MnGPT2-RU-26913,4200,0.7393006263048016
xiulinyang/MnGPT2-RU-26913,4400,0.7272964509394572
xiulinyang/MnGPT2-RU-26913,4600,0.7314718162839249
xiulinyang/MnGPT2-RU-26913,4800,0.7364300626304802
xiulinyang/MnGPT2-RU-26913,5000,0.7319937369519833
xiulinyang/MnGPT2-RU-26913,5200,0.7387787056367432
xiulinyang/MnGPT2-RU-26913,5400,0.721294363256785
xiulinyang/MnGPT2-RU-26913,5600,0.7272964509394572
xiulinyang/MnGPT2-RU-26913,5800,0.7092901878914405
xiulinyang/MnGPT2-RU-26913,6000,0.7220772442588727
xiulinyang/MnGPT2-RU-26913,6200,0.717901878914405
xiulinyang/MnGPT2-RU-26913,6400,0.7239039665970772
xiulinyang/MnGPT2-RU-26913,6600,0.7262526096033403
xiulinyang/MnGPT2-RU-26913,6800,0.7239039665970772
xiulinyang/MnGPT2-RU-26913,7000,0.706419624217119
xiulinyang/MnGPT2-RU-26913,7200,0.7100730688935282
xiulinyang/MnGPT2-RU-26913,7400,0.7132045929018789
xiulinyang/MnGPT2-RU-26913,7600,0.7194676409185804
xiulinyang/MnGPT2-RU-26913,7800,0.721294363256785
xiulinyang/MnGPT2-RU-26913,8000,0.715553235908142
xiulinyang/MnGPT2-RU-26913,8200,0.7163361169102297
xiulinyang/MnGPT2-RU-26913,8400,0.7098121085594989
xiulinyang/MnGPT2-RU-26913,8600,0.7108559498956158
xiulinyang/MnGPT2-RU-26913,8800,0.7163361169102297
xiulinyang/MnGPT2-RU-26913,9000,0.7215553235908142
xiulinyang/MnGPT2-RU-26913,9200,0.7150313152400835
xiulinyang/MnGPT2-RU-26913,9400,0.7173799582463466
xiulinyang/MnGPT2-RU-26913,9600,0.712160751565762
xiulinyang/MnGPT2-RU-26913,9800,0.715553235908142
xiulinyang/MnGPT2-RU-26913,10000,0.7207724425887265
xiulinyang/MnGPT2-DE-32112,0,0.593124456048738
xiulinyang/MnGPT2-DE-32112,200,0.8067885117493473
xiulinyang/MnGPT2-DE-32112,400,0.8006962576153177
xiulinyang/MnGPT2-DE-32112,600,0.820278503046127
xiulinyang/MnGPT2-DE-32112,800,0.8181026979982594
xiulinyang/MnGPT2-DE-32112,1000,0.8359442993907746
xiulinyang/MnGPT2-DE-32112,1200,0.8389904264577894
xiulinyang/MnGPT2-DE-32112,1400,0.8507397737162751
xiulinyang/MnGPT2-DE-32112,1600,0.8590078328981723
xiulinyang/MnGPT2-DE-32112,1800,0.8568320278503047
xiulinyang/MnGPT2-DE-32112,2000,0.8489991296779809
xiulinyang/MnGPT2-DE-32112,2200,0.8559617058311575
xiulinyang/MnGPT2-DE-32112,2400,0.8546562228024369
xiulinyang/MnGPT2-DE-32112,2600,0.8590078328981723
xiulinyang/MnGPT2-DE-32112,2800,0.8681462140992167
xiulinyang/MnGPT2-DE-32112,3000,0.8668407310704961
xiulinyang/MnGPT2-DE-32112,3200,0.8546562228024369
xiulinyang/MnGPT2-DE-32112,3400,0.8651000870322019
xiulinyang/MnGPT2-DE-32112,3600,0.8516100957354221
xiulinyang/MnGPT2-DE-32112,3800,0.855526544821584
xiulinyang/MnGPT2-DE-32112,4000,0.855526544821584
xiulinyang/MnGPT2-DE-32112,4200,0.8581375108790252
xiulinyang/MnGPT2-DE-32112,4400,0.8485639686684073
xiulinyang/MnGPT2-DE-32112,4600,0.8468233246301131
xiulinyang/MnGPT2-DE-32112,4800,0.8672758920800696
xiulinyang/MnGPT2-DE-32112,5000,0.8590078328981723
xiulinyang/MnGPT2-DE-32112,5200,0.8429068755439513
xiulinyang/MnGPT2-DE-32112,5400,0.8594429939077458
xiulinyang/MnGPT2-DE-32112,5600,0.8546562228024369
xiulinyang/MnGPT2-DE-32112,5800,0.8459530026109661
xiulinyang/MnGPT2-DE-32112,6000,0.8468233246301131
xiulinyang/MnGPT2-DE-32112,6200,0.8507397737162751
xiulinyang/MnGPT2-DE-32112,6400,0.8433420365535248
xiulinyang/MnGPT2-DE-32112,6600,0.8433420365535248
xiulinyang/MnGPT2-DE-32112,6800,0.8446475195822454
xiulinyang/MnGPT2-DE-32112,7000,0.8424717145343777
xiulinyang/MnGPT2-DE-32112,7200,0.8411662315056571
xiulinyang/MnGPT2-DE-32112,7400,0.8315926892950392
xiulinyang/MnGPT2-DE-32112,7600,0.8442123585726719
xiulinyang/MnGPT2-DE-32112,7800,0.8446475195822454
xiulinyang/MnGPT2-DE-32112,8000,0.8494342906875544
xiulinyang/MnGPT2-DE-32112,8200,0.84029590948651
xiulinyang/MnGPT2-DE-32112,8400,0.8385552654482158
xiulinyang/MnGPT2-DE-32112,8600,0.8398607484769365
xiulinyang/MnGPT2-DE-32112,8800,0.8320278503046127
xiulinyang/MnGPT2-DE-32112,9000,0.834638816362054
xiulinyang/MnGPT2-DE-32112,9200,0.8372497824194952
xiulinyang/MnGPT2-DE-32112,9400,0.8324630113141862
xiulinyang/MnGPT2-DE-32112,9600,0.8376849434290687
xiulinyang/MnGPT2-DE-32112,9800,0.8420365535248042
xiulinyang/MnGPT2-DE-32112,10000,0.8398607484769365
xiulinyang/MnGPT2-TR-10524,0,0.582089552238806
xiulinyang/MnGPT2-TR-10524,200,0.6704936854190585
xiulinyang/MnGPT2-TR-10524,400,0.698622273249139
xiulinyang/MnGPT2-TR-10524,600,0.6923076923076923
xiulinyang/MnGPT2-TR-10524,800,0.7095292766934558
xiulinyang/MnGPT2-TR-10524,1000,0.6969001148105626
xiulinyang/MnGPT2-TR-10524,1200,0.7204362801377727
xiulinyang/MnGPT2-TR-10524,1400,0.7238805970149254
xiulinyang/MnGPT2-TR-10524,1600,0.753731343283582
xiulinyang/MnGPT2-TR-10524,1800,0.7571756601607348
xiulinyang/MnGPT2-TR-10524,2000,0.7577497129735936
xiulinyang/MnGPT2-TR-10524,2200,0.7824339839265212
xiulinyang/MnGPT2-TR-10524,2400,0.7858783008036739
xiulinyang/MnGPT2-TR-10524,2600,0.7652123995407577
xiulinyang/MnGPT2-TR-10524,2800,0.7726750861079219
xiulinyang/MnGPT2-TR-10524,3000,0.7870264064293915
xiulinyang/MnGPT2-TR-10524,3200,0.8002296211251435
xiulinyang/MnGPT2-TR-10524,3400,0.78300803673938
xiulinyang/MnGPT2-TR-10524,3600,0.7801377726750861
xiulinyang/MnGPT2-TR-10524,3800,0.78300803673938
xiulinyang/MnGPT2-TR-10524,4000,0.7893226176808267
xiulinyang/MnGPT2-TR-10524,4200,0.7910447761194029
xiulinyang/MnGPT2-TR-10524,4400,0.7738231917336394
xiulinyang/MnGPT2-TR-10524,4600,0.7634902411021814
xiulinyang/MnGPT2-TR-10524,4800,0.7910447761194029
xiulinyang/MnGPT2-TR-10524,5000,0.7898966704936854
xiulinyang/MnGPT2-TR-10524,5200,0.7916188289322618
xiulinyang/MnGPT2-TR-10524,5400,0.7795637198622273
xiulinyang/MnGPT2-TR-10524,5600,0.7801377726750861
xiulinyang/MnGPT2-TR-10524,5800,0.7703788748564868
xiulinyang/MnGPT2-TR-10524,6000,0.756601607347876
xiulinyang/MnGPT2-TR-10524,6200,0.7663605051664754
xiulinyang/MnGPT2-TR-10524,6400,0.7606199770378875
xiulinyang/MnGPT2-TR-10524,6600,0.777841561423651
xiulinyang/MnGPT2-TR-10524,6800,0.7801377726750861
xiulinyang/MnGPT2-TR-10524,7000,0.7623421354764638
xiulinyang/MnGPT2-TR-10524,7200,0.7629161882893226
xiulinyang/MnGPT2-TR-10524,7400,0.7663605051664754
xiulinyang/MnGPT2-TR-10524,7600,0.7824339839265212
xiulinyang/MnGPT2-TR-10524,7800,0.7703788748564868
xiulinyang/MnGPT2-TR-10524,8000,0.7732491389207807
xiulinyang/MnGPT2-TR-10524,8200,0.7543053960964409
xiulinyang/MnGPT2-TR-10524,8400,0.7543053960964409
xiulinyang/MnGPT2-TR-10524,8600,0.7652123995407577
xiulinyang/MnGPT2-TR-10524,8800,0.7594718714121699
xiulinyang/MnGPT2-TR-10524,9000,0.7652123995407577
xiulinyang/MnGPT2-TR-10524,9200,0.7629161882893226
xiulinyang/MnGPT2-TR-10524,9400,0.7634902411021814
xiulinyang/MnGPT2-TR-10524,9600,0.7525832376578645
xiulinyang/MnGPT2-TR-10524,9800,0.7675086107921929
xiulinyang/MnGPT2-TR-10524,10000,0.7680826636050516
xiulinyang/MnGPT2-AR-13842,0,0.6353909465020576
xiulinyang/MnGPT2-AR-13842,200,0.6748971193415638
xiulinyang/MnGPT2-AR-13842,400,0.6946502057613169
xiulinyang/MnGPT2-AR-13842,600,0.7300411522633745
xiulinyang/MnGPT2-AR-13842,800,0.7366255144032922
xiulinyang/MnGPT2-AR-13842,1000,0.7341563786008231
xiulinyang/MnGPT2-AR-13842,1200,0.7325102880658436
xiulinyang/MnGPT2-AR-13842,1400,0.7563786008230453
xiulinyang/MnGPT2-AR-13842,1600,0.762962962962963
xiulinyang/MnGPT2-AR-13842,1800,0.7637860082304527
xiulinyang/MnGPT2-AR-13842,2000,0.7604938271604939
xiulinyang/MnGPT2-AR-13842,2200,0.7473251028806585
xiulinyang/MnGPT2-AR-13842,2400,0.7670781893004115
xiulinyang/MnGPT2-AR-13842,2600,0.7580246913580246
xiulinyang/MnGPT2-AR-13842,2800,0.7777777777777778
xiulinyang/MnGPT2-AR-13842,3000,0.7489711934156379
xiulinyang/MnGPT2-AR-13842,3200,0.7489711934156379
xiulinyang/MnGPT2-AR-13842,3400,0.7563786008230453
xiulinyang/MnGPT2-AR-13842,3600,0.7835390946502058
xiulinyang/MnGPT2-AR-13842,3800,0.7563786008230453
xiulinyang/MnGPT2-AR-13842,4000,0.7646090534979424
xiulinyang/MnGPT2-AR-13842,4200,0.757201646090535
xiulinyang/MnGPT2-AR-13842,4400,0.7670781893004115
xiulinyang/MnGPT2-AR-13842,4600,0.745679012345679
xiulinyang/MnGPT2-AR-13842,4800,0.7646090534979424
xiulinyang/MnGPT2-AR-13842,5000,0.757201646090535
xiulinyang/MnGPT2-AR-13842,5200,0.7497942386831276
xiulinyang/MnGPT2-AR-13842,5400,0.762962962962963
xiulinyang/MnGPT2-AR-13842,5600,0.7448559670781894
xiulinyang/MnGPT2-AR-13842,5800,0.7448559670781894
xiulinyang/MnGPT2-AR-13842,6000,0.7580246913580246
xiulinyang/MnGPT2-AR-13842,6200,0.7349794238683127
xiulinyang/MnGPT2-AR-13842,6400,0.7358024691358025
xiulinyang/MnGPT2-AR-13842,6600,0.7349794238683127
xiulinyang/MnGPT2-AR-13842,6800,0.7218106995884773
xiulinyang/MnGPT2-AR-13842,7000,0.7193415637860082
xiulinyang/MnGPT2-AR-13842,7200,0.7341563786008231
xiulinyang/MnGPT2-AR-13842,7400,0.7193415637860082
xiulinyang/MnGPT2-AR-13842,7600,0.731687242798354
xiulinyang/MnGPT2-AR-13842,7800,0.7382716049382716
xiulinyang/MnGPT2-AR-13842,8000,0.702880658436214
xiulinyang/MnGPT2-AR-13842,8200,0.7086419753086419
xiulinyang/MnGPT2-AR-13842,8400,0.7135802469135802
xiulinyang/MnGPT2-AR-13842,8600,0.7185185185185186
xiulinyang/MnGPT2-AR-13842,8800,0.7127572016460906
xiulinyang/MnGPT2-AR-13842,9000,0.7045267489711934
xiulinyang/MnGPT2-AR-13842,9200,0.720164609053498
xiulinyang/MnGPT2-AR-13842,9400,0.7119341563786008
xiulinyang/MnGPT2-AR-13842,9600,0.7078189300411523
xiulinyang/MnGPT2-AR-13842,9800,0.7045267489711934
xiulinyang/MnGPT2-AR-13842,10000,0.7037037037037037
