model,checkpoint,acc
xiulinyang/GPT2_DE_20000,4,0.8433420365535248
xiulinyang/GPT2_DE_20000,5,0.8511749347258486
xiulinyang/GPT2_DE_20000,6,0.8520452567449956
xiulinyang/GPT2_DE_20000,7,0.8572671888598782
xiulinyang/GPT2_DE_20000,8,0.8738033072236727
xiulinyang/GPT2_DE_20000,9,0.8651000870322019
xiulinyang/GPT2_DE_20000,10,0.8681462140992167
xiulinyang/GPT2_DE_30000,1,0.8076588337684943
xiulinyang/GPT2_DE_30000,2,0.8237597911227154
xiulinyang/GPT2_DE_30000,3,0.8259355961705831
xiulinyang/GPT2_DE_30000,4,0.8268059181897301
xiulinyang/GPT2_DE_30000,5,0.8176675369886858
xiulinyang/GPT2_DE_30000,6,0.8289817232375979
xiulinyang/GPT2_DE_30000,7,0.8302872062663186
xiulinyang/GPT2_DE_30000,8,0.8433420365535248
xiulinyang/GPT2_DE_30000,9,0.8389904264577894
xiulinyang/GPT2_DE_30000,10,0.8472584856396866
xiulinyang/GPT2_DE_5000,1,0.7928633594429939
xiulinyang/GPT2_DE_5000,2,0.7954743255004352
xiulinyang/GPT2_DE_5000,3,0.834638816362054
xiulinyang/GPT2_DE_5000,4,0.8498694516971279
xiulinyang/GPT2_DE_5000,5,0.8550913838120104
xiulinyang/GPT2_DE_5000,6,0.8624891209747607
xiulinyang/GPT2_DE_5000,7,0.8690165361183638
xiulinyang/GPT2_DE_5000,8,0.8716275021758051
xiulinyang/GPT2_DE_5000,9,0.8816362053959965
xiulinyang/GPT2_DE_5000,10,0.8864229765013055
xiulinyang/GPT2_DE_50000,1,0.8072236727589208
xiulinyang/GPT2_DE_50000,2,0.8207136640557006
xiulinyang/GPT2_DE_50000,3,0.8307223672758921
xiulinyang/GPT2_DE_50000,4,0.8337684943429069
xiulinyang/GPT2_DE_50000,5,0.8463881636205396
xiulinyang/GPT2_DE_50000,6,0.8533507397737162
xiulinyang/GPT2_DE_50000,7,0.855526544821584
xiulinyang/GPT2_DE_50000,8,0.8690165361183638
xiulinyang/GPT2_DE_50000,9,0.8742384682332462
xiulinyang/GPT2_DE_50000,10,0.8720626631853786
xiulinyang/GPT2_EN_10000,1,0.687012987012987
xiulinyang/GPT2_EN_10000,2,0.6610389610389611
xiulinyang/GPT2_EN_10000,3,0.6883116883116883
xiulinyang/GPT2_EN_10000,4,0.7116883116883117
xiulinyang/GPT2_EN_10000,5,0.6961038961038961
xiulinyang/GPT2_EN_10000,6,0.6974025974025974
xiulinyang/GPT2_EN_10000,7,0.7051948051948052
xiulinyang/GPT2_EN_10000,8,0.7025974025974026
xiulinyang/GPT2_EN_10000,9,0.7090909090909091
xiulinyang/GPT2_EN_10000,10,0.7285714285714285
xiulinyang/GPT2_EN_20000,1,0.6779220779220779
xiulinyang/GPT2_EN_20000,2,0.7415584415584415
xiulinyang/GPT2_EN_20000,3,0.7220779220779221
xiulinyang/GPT2_EN_20000,4,0.7532467532467533
xiulinyang/GPT2_EN_20000,5,0.7142857142857143
xiulinyang/GPT2_EN_20000,6,0.7402597402597403
xiulinyang/GPT2_EN_20000,7,0.7389610389610389
xiulinyang/GPT2_EN_20000,8,0.7519480519480519
xiulinyang/GPT2_EN_20000,9,0.7584415584415585
xiulinyang/GPT2_EN_20000,10,0.7740259740259741
xiulinyang/GPT2_EN_30000,1,0.6766233766233766
xiulinyang/GPT2_EN_30000,2,0.6974025974025974
xiulinyang/GPT2_EN_30000,3,0.7428571428571429
xiulinyang/GPT2_EN_30000,4,0.7636363636363637
xiulinyang/GPT2_EN_30000,5,0.7532467532467533
xiulinyang/GPT2_EN_30000,6,0.7675324675324675
xiulinyang/GPT2_EN_30000,7,0.7948051948051948
xiulinyang/GPT2_EN_30000,8,0.7987012987012987
xiulinyang/GPT2_EN_30000,9,0.8142857142857143
xiulinyang/GPT2_EN_30000,10,0.825974025974026
xiulinyang/GPT2_EN_5000,1,0.6844155844155844
xiulinyang/GPT2_EN_5000,2,0.6883116883116883
xiulinyang/GPT2_EN_5000,3,0.7363636363636363
xiulinyang/GPT2_EN_5000,4,0.712987012987013
xiulinyang/GPT2_EN_5000,5,0.7493506493506493
xiulinyang/GPT2_EN_5000,6,0.7701298701298701
xiulinyang/GPT2_EN_5000,7,0.7766233766233767
xiulinyang/GPT2_EN_5000,8,0.7896103896103897
xiulinyang/GPT2_EN_5000,9,0.7987012987012987
xiulinyang/GPT2_EN_5000,10,0.8090909090909091
xiulinyang/GPT2_EN_50000,1,0.7116883116883117
xiulinyang/GPT2_EN_50000,2,0.7311688311688311
xiulinyang/GPT2_EN_50000,3,0.7376623376623377
xiulinyang/GPT2_EN_50000,4,0.7571428571428571
xiulinyang/GPT2_EN_50000,5,0.7688311688311689
xiulinyang/GPT2_EN_50000,6,0.7701298701298701
xiulinyang/GPT2_EN_50000,7,0.7909090909090909
xiulinyang/GPT2_EN_50000,8,0.7922077922077922
xiulinyang/GPT2_EN_50000,9,0.7974025974025974
xiulinyang/GPT2_EN_50000,10,0.8025974025974026
xiulinyang/GPT2_RU_10000,1,0.6205636743215032
xiulinyang/GPT2_RU_10000,2,0.6644050104384134
xiulinyang/GPT2_RU_10000,3,0.7072025052192067
xiulinyang/GPT2_RU_10000,4,0.7325156576200418
xiulinyang/GPT2_RU_10000,5,0.7447807933194155
xiulinyang/GPT2_RU_10000,6,0.7680062630480167
xiulinyang/GPT2_RU_10000,7,0.7776617954070981
xiulinyang/GPT2_RU_10000,8,0.7904488517745303
xiulinyang/GPT2_RU_10000,9,0.7980167014613778
xiulinyang/GPT2_RU_10000,10,0.8045407098121086
xiulinyang/GPT2_RU_20000,1,0.6323068893528184
xiulinyang/GPT2_RU_20000,2,0.6771920668058455
xiulinyang/GPT2_RU_20000,3,0.7032881002087683
xiulinyang/GPT2_RU_20000,4,0.7103340292275574
xiulinyang/GPT2_RU_20000,5,0.7429540709812108
xiulinyang/GPT2_RU_20000,6,0.7526096033402923
xiulinyang/GPT2_RU_20000,7,0.7727035490605428
xiulinyang/GPT2_RU_20000,8,0.7805323590814196
xiulinyang/GPT2_RU_20000,9,0.7894050104384134
xiulinyang/GPT2_RU_20000,10,0.7954070981210856
xiulinyang/GPT2_RU_30000,1,0.6231732776617954
xiulinyang/GPT2_RU_30000,2,0.6620563674321504
xiulinyang/GPT2_RU_30000,3,0.7118997912317327
xiulinyang/GPT2_RU_30000,4,0.7168580375782881
xiulinyang/GPT2_RU_30000,5,0.7319937369519833
xiulinyang/GPT2_RU_30000,6,0.7450417536534447
xiulinyang/GPT2_RU_30000,7,0.7604384133611691
xiulinyang/GPT2_RU_30000,8,0.7635699373695198
xiulinyang/GPT2_RU_30000,9,0.7711377870563675
xiulinyang/GPT2_RU_30000,10,0.781054279749478
xiulinyang/GPT2_RU_5000,1,0.6296972860125261
xiulinyang/GPT2_RU_5000,2,0.6698851774530271
xiulinyang/GPT2_RU_5000,3,0.7132045929018789
xiulinyang/GPT2_RU_5000,4,0.7377348643006263
xiulinyang/GPT2_RU_5000,5,0.7700939457202505
xiulinyang/GPT2_RU_5000,6,0.7881002087682673
xiulinyang/GPT2_RU_5000,7,0.808455114822547
xiulinyang/GPT2_RU_5000,8,0.8149791231732777
xiulinyang/GPT2_RU_5000,9,0.822286012526096
xiulinyang/GPT2_RU_5000,10,0.8298538622129437
xiulinyang/GPT2_RU_50000,1,0.6393528183716075
xiulinyang/GPT2_RU_50000,2,0.666231732776618
xiulinyang/GPT2_RU_50000,3,0.7074634655532359
xiulinyang/GPT2_RU_50000,4,0.7215553235908142
xiulinyang/GPT2_RU_50000,5,0.7283402922755741
xiulinyang/GPT2_RU_50000,6,0.7450417536534447
xiulinyang/GPT2_RU_50000,7,0.7494780793319415
xiulinyang/GPT2_RU_50000,8,0.7606993736951984
xiulinyang/GPT2_RU_50000,9,0.7669624217118998
xiulinyang/GPT2_RU_50000,10,0.7729645093945721
xiulinyang/GPT2_TR_10000,1,0.7055109070034443
xiulinyang/GPT2_TR_10000,2,0.7267508610792193
xiulinyang/GPT2_TR_10000,3,0.7296211251435132
xiulinyang/GPT2_TR_10000,4,0.7393800229621125
xiulinyang/GPT2_TR_10000,5,0.7726750861079219
xiulinyang/GPT2_TR_10000,6,0.7623421354764638
xiulinyang/GPT2_TR_10000,7,0.7870264064293915
xiulinyang/GPT2_TR_10000,8,0.8076923076923077
xiulinyang/GPT2_TR_10000,9,0.8076923076923077
xiulinyang/GPT2_TR_10000,10,0.8128587830080367
xiulinyang/GPT2_TR_20000,1,0.6836969001148105
xiulinyang/GPT2_TR_20000,2,0.695752009184845
xiulinyang/GPT2_TR_20000,3,0.7370838117106774
xiulinyang/GPT2_TR_20000,4,0.7554535017221584
xiulinyang/GPT2_TR_20000,5,0.7531572904707233
xiulinyang/GPT2_TR_20000,6,0.7749712973593571
xiulinyang/GPT2_TR_20000,7,0.7807118254879449
xiulinyang/GPT2_TR_20000,8,0.7996555683122847
xiulinyang/GPT2_TR_20000,9,0.8099885189437428
xiulinyang/GPT2_TR_20000,10,0.8117106773823192
xiulinyang/GPT2_TR_30000,1,0.6831228473019518
xiulinyang/GPT2_TR_30000,2,0.6836969001148105
xiulinyang/GPT2_TR_30000,3,0.7192881745120551
xiulinyang/GPT2_TR_30000,4,0.7319173363949484
xiulinyang/GPT2_TR_30000,5,0.7657864523536165
xiulinyang/GPT2_TR_30000,6,0.7749712973593571
xiulinyang/GPT2_TR_30000,7,0.7858783008036739
xiulinyang/GPT2_TR_30000,8,0.7789896670493686
xiulinyang/GPT2_TR_30000,9,0.7893226176808267
xiulinyang/GPT2_TR_30000,10,0.7967853042479908
xiulinyang/GPT2_TR_5000,1,0.6963260619977037
xiulinyang/GPT2_TR_5000,2,0.6905855338691159
xiulinyang/GPT2_TR_5000,3,0.7290470723306545
xiulinyang/GPT2_TR_5000,4,0.7657864523536165
xiulinyang/GPT2_TR_5000,5,0.7726750861079219
xiulinyang/GPT2_TR_5000,6,0.7996555683122847
xiulinyang/GPT2_TR_5000,7,0.8088404133180253
xiulinyang/GPT2_TR_5000,8,0.8237657864523537
xiulinyang/GPT2_TR_5000,9,0.8398392652123995
xiulinyang/GPT2_TR_5000,10,0.8369690011481056
xiulinyang/GPT2_TR_50000,1,0.6624569460390356
xiulinyang/GPT2_TR_50000,2,0.6699196326061998
xiulinyang/GPT2_TR_50000,3,0.6991963260619977
xiulinyang/GPT2_TR_50000,4,0.7129735935706085
xiulinyang/GPT2_TR_50000,5,0.7227324913892078
xiulinyang/GPT2_TR_50000,6,0.7290470723306545
xiulinyang/GPT2_TR_50000,7,0.7525832376578645
xiulinyang/GPT2_TR_50000,8,0.7606199770378875
xiulinyang/GPT2_TR_50000,9,0.7629161882893226
xiulinyang/GPT2_TR_50000,10,0.7743972445464983
